client_id,attrition_flag,months_on_book,products_num_held_by_client,inactive_months_in_last_year,contacts_in_last_year,average_open_to_buy_credit_line,total_transaction_amount_change_q4_q1,total_transaction_amount_last_year,total_transaction_count_last_year,total_trasaction_count_change_q4_q1,average_card_utilazation_ratio
713901108,Existing Customer,29,6,1,4,14575.0,1.251,3444.0,80,1,0.0
713902983,Existing Customer,36,4,3,1,304.0,0.522,4381.0,77,1,0.819
713904708,Existing Customer,36,6,1,3,5640.0,0.823,4926.0,85,1,0.256
713905608,Existing Customer,50,5,2,2,8869.0,0.721,3270.0,63,1,0.0
713906508,Existing Customer,36,6,3,3,2003.0,0.427,3892.0,69,0,0.294
713907633,Existing Customer,36,2,1,2,4132.0,0.676,7791.0,84,1,0.234
713908683,Existing Customer,41,6,2,2,17435.0,0.711,1381.0,33,0,0.07
713910108,Existing Customer,28,3,2,3,1571.0,0.921,1646.0,43,1,0.602
713911233,Existing Customer,39,3,2,1,17281.0,0.718,7584.0,85,1,0.058
713914683,Existing Customer,36,3,4,2,599.0,0.951,4819.0,74,1,0.596
713916708,Existing Customer,43,3,1,3,32081.0,0.77,7758.0,98,1,0.071
713918358,Existing Customer,36,6,3,1,3508.0,0.888,4900.0,81,1,0.324
713919183,Existing Customer,39,5,3,4,12242.0,0.522,4630.0,74,1,0.114
713920158,Attrited Customer,36,2,3,1,13733.0,0.325,1591.0,30,1,0.0
713921058,Existing Customer,48,6,2,2,1296.0,0.878,1337.0,25,0,0.553
713922183,Existing Customer,36,3,2,1,1248.0,0.85,4461.0,73,1,0.502
713923233,Existing Customer,36,6,3,3,605.0,0.671,3392.0,86,1,0.783
713924283,Attrited Customer,54,2,1,4,10215.0,0.866,8930.0,79,1,0.139
713926308,Existing Customer,36,4,2,3,1166.0,0.809,4487.0,61,1,0.556
713927283,Existing Customer,34,3,1,1,367.0,0.693,4809.0,87,1,0.873
713929533,Attrited Customer,36,2,2,2,1707.0,0.319,2060.0,52,1,0.0
713930433,Attrited Customer,36,5,3,3,4316.0,0.363,1920.0,53,0,0.0
713931258,Attrited Customer,45,2,3,4,1438.3,0.315,1988.0,42,0,0.0
713933658,Existing Customer,45,3,6,2,842.0,0.568,4118.0,70,1,0.658
713934633,Attrited Customer,35,2,3,3,1906.0,0.84,8935.0,87,1,0.569
713935533,Existing Customer,29,5,1,3,18490.0,0.532,3966.0,78,1,0.045
713936583,Existing Customer,43,6,3,1,4332.0,0.983,2187.0,58,1,0.304
713937558,Existing Customer,36,3,3,3,3892.0,0.738,4318.0,74,1,0.0
713940033,Existing Customer,36,5,1,3,589.0,0.599,3514.0,79,1,0.713
713941158,Existing Customer,36,6,5,1,2705.0,0.569,4433.0,81,1,0.482
713943783,Existing Customer,32,5,3,2,17095.0,0.62,1194.0,25,0,0.05
713944833,Existing Customer,36,3,3,2,23746.0,0.509,4561.0,78,0,0.031
713945883,Attrited Customer,52,4,2,2,1977.0,0.678,864.0,20,0,0.206
713947908,Existing Customer,23,6,2,2,1630.0,0.605,4426.0,91,1,0.0
713948808,Existing Customer,47,3,2,2,640.0,0.834,4873.0,97,1,0.6
713949858,Attrited Customer,36,4,3,4,552.3,0.24,1674.0,42,0,0.616
713952558,Attrited Customer,43,3,3,2,316.0,0.595,2128.0,40,0,0.823
713953383,Attrited Customer,36,4,3,2,2317.0,0.734,2214.0,41,1,0.0
713956308,Existing Customer,49,4,2,2,1000.0,0.744,1894.0,56,1,0.697
713957283,Attrited Customer,23,3,2,3,3214.0,0.435,2119.0,44,1,0.0
713962233,Existing Customer,36,6,2,3,737.0,1.724,1877.0,37,1,0.757
713964858,Existing Customer,41,4,2,3,1905.0,0.793,4074.0,81,1,0.318
713965683,Existing Customer,28,3,1,2,4380.0,0.719,17258.0,121,1,0.0
713967783,Existing Customer,52,6,1,1,976.0,1.254,1582.0,33,1,0.636
713971608,Existing Customer,39,6,1,4,5402.0,1.002,4337.0,71,1,0.253
713972658,Existing Customer,36,3,3,2,4339.0,0.469,1454.0,43,0,0.187
713974533,Existing Customer,45,5,1,3,854.0,1.492,3127.0,45,1,0.666
713975433,Existing Customer,25,2,3,0,7098.0,0.627,14783.0,110,1,0.198
713976258,Existing Customer,46,4,1,3,803.0,1.202,3102.0,63,1,0.552
713977308,Existing Customer,53,4,3,4,32455.0,0.564,3820.0,76,1,0.06
713980383,Attrited Customer,38,1,2,4,11025.0,0.501,1902.0,28,0,0.0
713981283,Existing Customer,46,6,5,3,652.0,0.588,4271.0,88,1,0.768
713982108,Existing Customer,36,4,1,0,3418.0,2.594,1887.0,20,2,0.0
713983308,Existing Customer,49,5,1,4,1254.0,0.509,1233.0,35,0,0.606
713984208,Existing Customer,33,5,2,1,4902.0,0.894,4029.0,72,1,0.151
713985183,Existing Customer,38,4,5,2,387.0,0.877,4634.0,91,1,0.862
713986908,Existing Customer,40,2,3,2,9664.0,0.868,16541.0,126,1,0.101
713987808,Existing Customer,33,4,2,2,3537.0,0.79,14970.0,120,1,0.38
713989233,Existing Customer,53,6,2,3,12507.0,2.675,1731.0,32,4,0.134
713992158,Existing Customer,36,3,1,2,1155.0,0.603,1353.0,30,0,0.465
713993208,Existing Customer,36,3,5,2,1438.3,0.861,4314.0,82,1,0.0
713994108,Existing Customer,33,3,1,2,2840.0,0.767,15851.0,128,1,0.316
713995233,Existing Customer,36,6,4,3,1438.3,0.641,4707.0,88,1,0.0
713996283,Existing Customer,36,4,5,1,176.0,0.857,5209.0,93,1,0.925
713997183,Existing Customer,36,3,3,2,631.0,0.825,2214.0,56,1,0.774
713998233,Existing Customer,36,6,2,4,2172.0,0.745,2780.0,57,1,0.394
714000108,Existing Customer,36,5,2,4,6772.0,0.483,3658.0,66,1,0.0
714001008,Existing Customer,36,1,1,2,3730.0,0.732,13997.0,102,1,0.0
714002658,Existing Customer,34,5,4,2,26109.0,0.452,1413.0,31,1,0.059
714003483,Existing Customer,36,1,3,1,7539.0,1.023,15293.0,129,1,0.0
714005508,Existing Customer,36,2,2,2,2119.0,0.74,4323.0,64,1,0.489
714006333,Attrited Customer,36,5,2,3,1600.0,0.525,2289.0,41,0,0.248
714010383,Attrited Customer,40,5,4,5,3502.0,0.531,1895.0,42,0,0.0
714011358,Existing Customer,24,5,1,3,14821.0,0.661,2876.0,60,1,0.0
714012258,Existing Customer,34,3,2,1,742.0,0.766,4122.0,74,1,0.695
714013083,Existing Customer,53,4,2,4,1193.0,0.791,1420.0,32,0,0.611
714013983,Attrited Customer,36,3,3,3,1586.0,0.497,2109.0,41,0,0.0
714014733,Attrited Customer,36,4,3,2,8211.0,0.561,2172.0,33,1,0.148
714019083,Existing Customer,30,1,1,3,1216.0,0.882,8426.0,102,0,0.398
714021183,Existing Customer,36,4,2,3,29620.0,0.801,3709.0,66,1,0.034
714022833,Attrited Customer,32,4,3,3,17909.0,0.225,5977.0,58,0,0.0
714023808,Existing Customer,33,6,1,1,11253.0,0.788,1582.0,36,0,0.183
714024858,Existing Customer,27,3,1,2,7056.0,0.815,1739.0,35,1,0.0
714028083,Existing Customer,31,6,1,2,2222.0,0.769,4095.0,65,1,0.0
714030183,Existing Customer,36,5,3,3,33022.0,1.229,3259.0,65,1,0.043
714031083,Attrited Customer,30,3,2,1,8869.0,0.413,1935.0,40,0,0.0
714031983,Existing Customer,36,6,1,3,10115.0,0.546,4038.0,63,1,0.123
714032883,Existing Customer,36,1,1,1,3127.0,0.927,4598.0,80,1,0.337
714034158,Existing Customer,38,5,2,3,2024.0,0.617,3946.0,69,1,0.392
714035283,Attrited Customer,36,6,2,2,546.0,0.615,2371.0,46,0,0.805
714036258,Existing Customer,36,4,1,4,835.0,0.805,4255.0,64,1,0.702
714037308,Existing Customer,50,3,1,3,1208.0,0.938,4798.0,86,1,0.453
714038433,Existing Customer,19,4,1,2,1265.0,0.658,2953.0,72,1,0.611
714041283,Existing Customer,40,5,2,2,4947.0,0.813,4735.0,83,1,0.252
714042108,Existing Customer,36,3,2,2,9987.0,0.697,7302.0,86,1,0.092
714043008,Existing Customer,30,6,3,4,4297.0,0.797,4310.0,76,1,0.0
714043833,Existing Customer,36,5,2,4,2289.0,0.974,3016.0,85,1,0.379
714045783,Attrited Customer,29,2,2,6,582.0,0.535,2160.0,46,0,0.771
714046608,Existing Customer,39,5,6,3,18324.0,0.565,3572.0,73,1,0.071
714047733,Existing Customer,45,2,2,1,2823.0,0.718,7460.0,85,1,0.429
714048783,Existing Customer,36,6,3,0,5824.0,0.586,4072.0,72,1,0.274
714051033,Existing Customer,36,6,2,4,1916.0,0.576,1967.0,40,1,0.47
714052158,Attrited Customer,39,2,3,2,10765.0,1.036,5366.0,68,1,0.081
714053358,Existing Customer,31,6,3,4,3216.0,0.683,4039.0,81,1,0.0
714054408,Existing Customer,42,1,2,3,11067.0,0.88,8272.0,79,1,0.141
714058308,Attrited Customer,36,5,3,4,305.0,0.365,1941.0,53,1,0.887
714060408,Existing Customer,37,3,1,2,1449.0,0.776,4210.0,82,1,0.525
714062958,Existing Customer,36,6,1,2,8893.0,0.488,2552.0,64,0,0.101
714064908,Existing Customer,36,4,2,3,482.0,0.911,4813.0,84,1,0.728
714069858,Existing Customer,36,4,3,2,1022.0,0.569,1677.0,45,1,0.711
714070758,Existing Customer,38,4,3,0,29349.0,0.875,1564.0,35,2,0.062
714073983,Existing Customer,36,6,3,3,7327.0,0.857,1788.0,46,1,0.0
714074808,Existing Customer,36,3,3,1,571.0,0.704,4653.0,75,1,0.745
714075708,Existing Customer,38,4,3,1,33090.0,0.621,4814.0,71,1,0.041
714076683,Attrited Customer,19,2,1,2,744.0,0.636,2461.0,54,1,0.772
714077583,Attrited Customer,31,2,3,4,23388.0,0.987,4758.0,65,1,0.025
714078558,Attrited Customer,53,2,1,1,5249.0,0.758,1315.0,31,1,0.0
714080433,Existing Customer,36,2,3,2,1357.0,0.685,4758.0,67,1,0.568
714081558,Existing Customer,36,4,2,4,1014.0,0.749,1387.0,31,1,0.612
714082308,Attrited Customer,13,2,1,3,8656.0,0.893,8056.0,89,1,0.0
714083208,Existing Customer,38,5,2,2,281.0,0.727,4656.0,80,1,0.823
714084483,Attrited Customer,36,4,2,3,3644.0,0.485,1724.0,34,0,0.055
714086133,Existing Customer,36,4,2,3,1127.0,0.747,4576.0,83,1,0.563
714087258,Existing Customer,36,2,3,2,1838.0,0.65,5156.0,72,1,0.0
714089658,Attrited Customer,36,3,2,1,2238.0,0.452,2063.0,42,1,0.0
714091983,Existing Customer,34,4,4,3,1583.0,0.69,1168.0,27,1,0.525
714093108,Existing Customer,36,3,3,3,6162.0,0.946,1707.0,56,1,0.164
714097683,Attrited Customer,49,3,3,4,1809.0,0.569,2123.0,44,1,0.0
714098883,Existing Customer,36,5,2,2,323.0,0.841,4773.0,80,1,0.833
714100008,Attrited Customer,36,6,2,3,3150.0,0.684,2176.0,38,0,0.444
714102183,Attrited Customer,36,1,2,3,5688.0,0.28,1872.0,41,0,0.286
714103083,Existing Customer,37,6,3,1,1738.0,0.542,14649.0,110,1,0.467
714103908,Existing Customer,36,4,2,2,2035.0,0.812,4515.0,74,1,0.267
714106833,Existing Customer,47,6,3,1,2935.0,0.962,4239.0,69,1,0.438
714107958,Existing Customer,36,4,4,3,6576.0,0.579,1465.0,34,1,0.0
714109308,Existing Customer,36,1,2,3,10946.0,0.689,15354.0,112,1,0.17
714111333,Existing Customer,46,6,1,3,5381.0,0.746,1910.0,38,1,0.0
714112383,Existing Customer,43,6,3,2,3547.0,0.579,1380.0,30,1,0.397
714113658,Existing Customer,41,3,3,1,1332.0,0.574,3992.0,76,1,0.517
714115533,Existing Customer,18,5,1,3,1154.0,1.271,2591.0,55,1,0.608
714118383,Existing Customer,43,4,2,3,8154.0,0.964,2223.0,72,1,0.0
714119283,Attrited Customer,34,3,3,3,2516.0,0.53,2257.0,51,1,0.0
714120258,Existing Customer,36,3,3,2,604.0,1.027,2735.0,58,1,0.735
714121083,Existing Customer,20,5,2,2,4739.0,1.01,5158.0,68,0,0.241
714121983,Existing Customer,42,4,2,3,2949.0,0.641,4694.0,84,1,0.322
714124983,Existing Customer,48,6,4,3,12413.0,0.722,3303.0,66,1,0.078
714125883,Existing Customer,36,6,2,1,669.0,0.683,3696.0,71,1,0.734
714127383,Attrited Customer,36,3,3,2,1914.0,0.499,2185.0,48,0,0.568
714128283,Existing Customer,40,2,3,2,11675.0,0.841,12493.0,113,1,0.129
714130233,Existing Customer,19,3,3,2,897.0,0.882,1602.0,37,1,0.706
714131058,Existing Customer,36,3,5,3,15996.0,0.524,1567.0,33,1,0.136
714133158,Existing Customer,36,2,3,3,2919.0,0.852,1152.0,31,1,0.309
714136233,Attrited Customer,38,5,2,3,34516.0,0.854,8417.0,72,1,0.0
714138408,Existing Customer,39,4,1,4,8635.0,0.659,4107.0,79,1,0.068
714139308,Existing Customer,42,2,5,1,1438.3,0.895,4722.0,81,1,0.0
714140133,Existing Customer,32,3,1,2,767.0,0.804,4678.0,74,1,0.669
714141108,Existing Customer,45,6,3,3,5810.0,0.567,1388.0,28,1,0.133
714142158,Existing Customer,48,2,2,1,709.0,0.665,3882.0,92,1,0.666
714144258,Existing Customer,34,6,2,1,208.0,0.482,4430.0,66,1,0.924
714145233,Attrited Customer,24,1,2,3,34116.0,0.202,5112.0,49,0,0.012
714146208,Existing Customer,32,6,1,1,435.0,0.792,3872.0,71,1,0.832
714147858,Existing Customer,35,3,3,4,17314.0,0.524,3920.0,85,0,0.057
714148758,Existing Customer,27,2,3,3,328.0,1.009,5228.0,68,1,0.81
714151533,Existing Customer,46,5,4,4,2967.0,0.425,1569.0,33,0,0.353
714154533,Existing Customer,36,6,1,2,1117.0,0.753,4478.0,56,1,0.641
714155283,Existing Customer,36,2,3,0,6114.0,0.752,4861.0,77,1,0.125
714156633,Existing Customer,36,3,3,2,3068.0,0.897,4533.0,79,1,0.0
714157908,Existing Customer,42,5,1,4,861.0,0.72,3795.0,71,1,0.638
714159858,Existing Customer,48,4,2,2,3340.0,0.579,1546.0,36,1,0.38
714162033,Existing Customer,28,3,4,3,3697.0,0.887,3434.0,49,1,0.291
714164808,Attrited Customer,33,4,3,2,2918.0,0.559,2056.0,54,0,0.0
714166833,Existing Customer,34,3,3,2,12177.0,0.836,7796.0,77,1,0.105
714168183,Existing Customer,38,1,3,3,1169.0,0.617,4629.0,77,1,0.465
714169083,Existing Customer,38,5,2,0,32877.0,0.688,4959.0,74,1,0.047
714169908,Existing Customer,34,5,2,1,804.0,0.582,4921.0,82,1,0.586
714171108,Existing Customer,39,6,2,3,974.0,0.616,1223.0,20,1,0.539
714172158,Existing Customer,36,3,2,1,1628.0,0.574,4525.0,83,1,0.383
714173808,Existing Customer,34,5,1,2,2965.0,0.542,1389.0,34,0,0.296
714176133,Existing Customer,36,5,2,3,703.3,0.762,4220.0,87,1,0.511
714178458,Existing Customer,35,3,3,2,19037.0,0.532,1792.0,53,0,0.078
714179658,Existing Customer,36,3,1,3,34516.0,0.852,1996.0,48,1,0.0
714181008,Existing Customer,36,1,2,2,1557.0,0.718,4509.0,71,1,0.484
714186108,Existing Customer,19,6,5,2,470.0,1.051,4126.0,71,1,0.782
714187533,Existing Customer,35,2,3,0,2691.0,0.456,1321.0,28,1,0.24
714188883,Attrited Customer,37,3,2,2,1787.0,0.654,2345.0,36,0,0.0
714190983,Attrited Customer,32,2,3,3,33985.0,0.98,5418.0,65,1,0.015
714192033,Existing Customer,25,5,1,2,8435.0,0.722,4018.0,63,1,0.181
714192933,Attrited Customer,36,3,3,5,2060.0,0.251,1976.0,44,0,0.0
714195108,Existing Customer,37,3,3,4,911.0,0.597,4077.0,70,1,0.663
714196008,Existing Customer,25,5,3,1,7534.0,0.587,4685.0,79,1,0.0
714197133,Attrited Customer,36,2,3,3,4762.0,0.526,2811.0,52,0,0.0
714199008,Attrited Customer,36,6,2,2,15589.0,0.204,6100.0,61,1,0.031
714199983,Existing Customer,40,5,2,5,32199.0,0.699,3927.0,68,1,0.067
714202008,Attrited Customer,36,6,3,2,1401.0,0.47,2115.0,42,0,0.642
714204108,Existing Customer,38,3,3,0,652.0,0.96,3859.0,55,1,0.696
714207483,Existing Customer,41,6,1,4,10573.0,0.749,4125.0,80,1,0.119
714208533,Attrited Customer,36,1,3,3,8375.0,0.639,916.0,33,0,0.033
714211533,Existing Customer,36,4,3,2,821.0,0.62,2670.0,50,1,0.752
714212358,Attrited Customer,36,1,3,2,3554.0,0.359,2142.0,57,1,0.324
714213708,Attrited Customer,25,4,3,2,1094.0,0.537,2178.0,45,1,0.697
714215058,Existing Customer,33,5,2,4,6848.0,0.962,4006.0,82,1,0.0
714216033,Existing Customer,42,4,1,2,10862.0,0.692,3488.0,80,1,0.064
714216858,Existing Customer,36,2,1,2,1507.0,0.81,4679.0,85,1,0.0
714217908,Existing Customer,41,5,3,2,846.0,0.751,1173.0,32,0,0.648
714222183,Existing Customer,36,1,1,1,1048.0,0.767,4874.0,78,1,0.508
714225333,Existing Customer,36,5,1,1,2157.0,0.661,1545.0,21,1,0.264
714228558,Existing Customer,36,5,3,3,3624.0,0.74,4749.0,82,1,0.0
714230808,Existing Customer,36,6,4,1,716.0,0.774,5005.0,76,1,0.71
714234858,Existing Customer,36,5,1,4,1927.0,0.779,4735.0,84,1,0.474
714237033,Attrited Customer,36,6,2,3,3311.0,0.518,2299.0,39,0,0.404
714241083,Existing Customer,39,1,1,3,3364.0,0.748,4349.0,58,1,0.383
714243408,Existing Customer,36,4,6,2,683.0,0.796,4917.0,73,1,0.666
714244383,Existing Customer,36,4,2,3,31714.0,1.242,1529.0,30,1,0.051
714245358,Existing Customer,36,3,3,2,616.0,0.574,3935.0,77,1,0.718
714246333,Attrited Customer,48,1,4,3,3593.0,0.493,2107.0,39,0,0.334
714247458,Existing Customer,46,6,2,2,5761.0,0.406,3271.0,71,1,0.283
714248733,Existing Customer,13,4,1,2,3155.0,0.662,2272.0,46,0,0.282
714250908,Attrited Customer,47,3,4,2,410.0,0.419,2231.0,60,1,0.86
714252933,Existing Customer,45,4,2,3,1438.3,0.744,4737.0,80,1,0.0
714253983,Existing Customer,36,4,2,3,9465.0,0.657,3675.0,59,1,0.0
714256758,Existing Customer,36,3,1,1,8074.0,0.528,4347.0,66,1,0.0
714257958,Existing Customer,31,4,2,1,1738.0,0.654,4220.0,68,1,0.0
714259533,Existing Customer,35,3,1,3,3470.0,0.775,5001.0,88,0,0.152
714262533,Existing Customer,36,3,4,2,2218.0,0.8,4252.0,78,1,0.371
714264408,Existing Customer,36,4,1,0,865.0,0.993,1413.0,29,1,0.463
714266883,Attrited Customer,44,5,3,3,1937.0,0.415,2334.0,51,1,0.206
714267858,Existing Customer,37,6,2,1,2879.0,0.628,4934.0,76,1,0.369
714272658,Attrited Customer,24,2,3,2,445.0,1.046,929.0,31,0,0.85
714273708,Existing Customer,36,3,2,3,2281.0,1.274,2242.0,49,1,0.52
714276408,Attrited Customer,36,2,3,3,470.0,0.374,2264.0,39,1,0.755
714277758,Existing Customer,28,6,2,1,10507.0,0.754,4064.0,75,1,0.091
714278958,Existing Customer,27,6,1,3,7359.0,1.173,2201.0,46,1,0.213
714282333,Existing Customer,36,1,1,2,3244.0,0.765,7495.0,97,1,0.0
714283458,Existing Customer,36,5,1,4,14544.0,0.768,4064.0,92,1,0.0
714284358,Existing Customer,52,2,1,1,848.0,0.647,7037.0,82,1,0.61
714286383,Existing Customer,36,4,3,3,2383.0,0.475,3337.0,65,1,0.304
714287583,Attrited Customer,32,3,2,3,1438.3,0.372,1852.0,38,0,0.0
714290583,Existing Customer,36,3,2,2,1717.0,0.913,4391.0,85,1,0.449
714292533,Existing Customer,36,4,1,2,2544.0,0.759,3593.0,64,1,0.0
714293358,Existing Customer,46,3,2,1,3177.0,0.967,4584.0,70,1,0.237
714294183,Attrited Customer,44,1,3,3,9448.0,0.32,5385.0,51,0,0.014
714296358,Existing Customer,44,4,1,3,947.0,0.838,4831.0,78,1,0.724
714303483,Existing Customer,31,1,2,1,2261.0,0.798,15039.0,130,1,0.395
714304458,Existing Customer,36,2,2,1,3605.0,0.594,6800.0,78,1,0.0
714305508,Existing Customer,36,6,3,2,13387.0,0.746,3706.0,81,1,0.0
714306258,Existing Customer,46,3,2,1,7875.0,0.662,1509.0,44,0,0.222
714308283,Existing Customer,32,5,3,3,4888.0,0.678,4119.0,70,1,0.193
714311583,Existing Customer,36,4,3,2,15939.0,0.928,1610.0,43,0,0.064
714312708,Existing Customer,36,6,3,2,4089.0,0.825,4493.0,68,1,0.381
714313608,Existing Customer,36,5,3,0,2342.0,1.076,4356.0,74,1,0.446
714315858,Existing Customer,37,6,1,3,2358.0,1.0,5429.0,71,1,0.412
714317058,Existing Customer,36,2,3,1,2315.0,0.601,3946.0,63,1,0.513
714318033,Existing Customer,36,5,1,4,8588.0,1.053,3321.0,57,1,0.16
714319233,Attrited Customer,36,3,3,6,6538.0,0.556,2132.0,33,1,0.0
714320358,Existing Customer,33,2,1,2,1281.0,1.009,4126.0,56,1,0.501
714321408,Existing Customer,56,6,2,2,920.0,0.543,1429.0,32,0,0.59
714327183,Existing Customer,28,4,3,1,436.0,1.595,2878.0,54,1,0.761
714332658,Existing Customer,35,5,2,4,4510.0,0.587,3896.0,65,1,0.194
714334383,Existing Customer,42,6,2,0,3583.0,1.088,1065.0,28,2,0.0
714336333,Existing Customer,40,3,2,2,2161.0,0.703,4422.0,64,2,0.37
714337233,Attrited Customer,25,6,2,4,8427.0,0.703,10294.0,61,1,0.189
714342033,Attrited Customer,34,2,3,1,34516.0,1.038,4863.0,56,0,0.0
714343608,Existing Customer,36,5,4,2,3033.0,0.89,4921.0,90,1,0.0
714345783,Existing Customer,50,6,3,2,1129.0,0.475,1469.0,36,1,0.582
714346608,Attrited Customer,36,3,1,4,1495.0,0.528,2220.0,50,1,0.0
714347508,Existing Customer,21,4,3,3,6488.0,0.806,2423.0,74,1,0.165
714350658,Existing Customer,26,6,3,4,17009.0,0.702,2979.0,55,1,0.1
714351558,Existing Customer,36,3,2,1,1829.0,0.576,3950.0,65,1,0.0
714352533,Existing Customer,29,1,2,2,14607.0,0.756,14132.0,103,1,0.056
714358008,Existing Customer,36,3,1,3,17054.0,0.673,4659.0,72,1,0.0
714360033,Existing Customer,43,5,1,3,3006.0,0.465,1326.0,44,0,0.324
714361083,Attrited Customer,36,4,2,3,5989.0,0.311,5843.0,60,0,0.0
714363858,Existing Customer,36,3,5,3,183.0,0.817,1459.0,35,1,0.885
714365883,Existing Customer,40,3,3,4,6175.0,0.56,3877.0,75,1,0.129
714366708,Existing Customer,36,6,1,1,421.0,0.84,3790.0,85,1,0.717
714368883,Existing Customer,36,6,5,2,6440.0,0.611,4338.0,73,1,0.152
714372333,Attrited Customer,52,6,4,2,2302.0,0.52,2256.0,40,1,0.0
714373308,Existing Customer,46,6,4,4,2266.0,0.565,3634.0,66,1,0.0
714374133,Attrited Customer,36,1,3,3,15769.0,1.041,602.0,15,0,0.0
714377058,Attrited Customer,36,3,3,4,1896.0,0.747,2186.0,50,1,0.0
714382608,Existing Customer,36,4,2,0,1411.0,0.569,4315.0,85,1,0.451
714383583,Existing Customer,36,5,3,3,22285.0,0.837,8646.0,97,1,0.071
714384783,Attrited Customer,36,2,3,3,2468.0,0.5,2017.0,37,1,0.0
714385983,Existing Customer,36,5,3,2,6985.0,0.793,16319.0,124,1,0.151
714387108,Existing Customer,43,4,2,3,10458.0,0.587,3481.0,51,1,0.0
714388158,Existing Customer,36,3,2,1,13605.0,0.549,4746.0,73,1,0.049
714389058,Existing Customer,36,3,3,2,5576.0,0.686,4322.0,85,1,0.0
714389883,Existing Customer,36,6,3,1,6578.0,0.872,4275.0,77,1,0.184
714390858,Existing Customer,36,4,2,3,6714.0,0.894,5016.0,73,1,0.122
714391683,Attrited Customer,36,4,3,2,31999.0,0.841,8248.0,66,1,0.073
714392808,Existing Customer,43,3,4,5,12914.0,0.875,3504.0,62,1,0.073
714393708,Existing Customer,46,6,2,3,1721.0,1.043,4913.0,84,1,0.236
714396558,Existing Customer,51,6,2,3,1511.0,0.678,4683.0,87,1,0.0
714397983,Existing Customer,36,4,3,1,2382.0,0.783,1942.0,42,1,0.386
714400308,Existing Customer,49,3,1,1,9413.0,0.938,4545.0,83,1,0.149
714403983,Existing Customer,36,2,2,1,32814.0,0.704,13545.0,112,1,0.047
714405183,Existing Customer,36,4,2,2,257.0,0.917,4295.0,60,1,0.855
714406158,Attrited Customer,36,4,3,6,7939.0,0.551,2269.0,42,0,0.0
714407058,Existing Customer,29,3,2,1,28667.0,0.65,3821.0,81,1,0.075
714408933,Attrited Customer,36,4,2,2,10834.0,0.522,2249.0,51,1,0.0
714411108,Existing Customer,28,4,2,3,3032.0,0.676,2790.0,68,1,0.167
714412308,Attrited Customer,36,6,3,5,7140.0,0.401,916.0,18,0,0.0
714413283,Existing Customer,40,6,1,1,10019.0,0.974,4629.0,69,1,0.079
714414483,Existing Customer,44,6,3,1,739.0,0.983,1503.0,35,1,0.749
714417183,Existing Customer,31,1,3,1,7291.0,0.712,7041.0,95,1,0.233
714418158,Existing Customer,56,2,2,2,6413.0,0.814,3527.0,69,1,0.117
714418983,Existing Customer,33,4,2,1,1438.3,0.643,4509.0,80,1,0.0
714421233,Existing Customer,36,5,3,4,3676.0,0.765,1292.0,34,1,0.319
714422058,Existing Customer,36,1,2,3,29193.0,0.632,7119.0,86,1,0.077
714424533,Attrited Customer,36,6,2,2,1655.0,0.496,2156.0,37,0,0.0
714425283,Existing Customer,40,2,3,2,19962.0,0.984,14703.0,119,1,0.0
714426783,Existing Customer,31,2,3,2,11887.0,1.084,1467.0,29,1,0.153
714427608,Existing Customer,29,5,3,1,1874.0,0.576,4888.0,78,1,0.267
714429258,Existing Customer,39,4,3,3,11464.0,1.02,3660.0,55,1,0.0
714431058,Existing Customer,36,4,2,4,2613.0,0.733,4342.0,72,1,0.379
714432108,Existing Customer,46,5,3,3,510.0,0.645,4610.0,76,1,0.788
714435408,Existing Customer,38,4,3,1,11635.0,0.791,3297.0,54,1,0.081
714436383,Existing Customer,34,4,3,2,26856.0,0.581,4222.0,75,0,0.0
714443058,Attrited Customer,28,5,2,4,1484.0,0.2,1664.0,39,1,0.0
714443883,Existing Customer,49,4,2,1,1781.0,0.57,4593.0,81,1,0.0
714449283,Existing Customer,36,1,3,1,23900.0,0.725,13360.0,97,1,0.06
714451833,Existing Customer,36,6,2,2,1438.3,0.597,1431.0,34,1,0.0
714454758,Existing Customer,47,4,2,3,4753.0,0.896,1771.0,37,1,0.251
714457083,Existing Customer,44,6,3,2,1237.0,0.636,1332.0,24,1,0.642
714460683,Existing Customer,56,3,3,5,2102.0,0.445,1467.0,29,1,0.452
714462558,Existing Customer,36,4,2,3,5791.0,0.645,4556.0,67,1,0.0
714465558,Existing Customer,36,3,1,4,32311.0,0.897,15033.0,98,1,0.064
714466458,Existing Customer,35,4,3,2,408.0,0.715,3400.0,76,1,0.839
714467733,Existing Customer,36,3,2,3,28707.0,0.717,4178.0,69,1,0.057
714469008,Existing Customer,29,1,3,3,1014.0,0.613,5115.0,84,1,0.569
714471183,Attrited Customer,39,4,3,4,17028.0,0.892,10468.0,66,1,0.027
714472608,Existing Customer,49,3,3,3,3155.0,0.947,1174.0,27,1,0.258
714473658,Existing Customer,30,6,2,2,7906.0,0.414,1488.0,26,0,0.118
714474483,Existing Customer,29,4,2,2,646.0,1.631,2005.0,50,1,0.744
714475908,Attrited Customer,35,5,3,2,6348.0,0.4,1732.0,39,0,0.0
714477408,Attrited Customer,36,3,3,3,1637.0,0.507,2201.0,39,0,0.45
714479358,Attrited Customer,36,6,3,3,2056.0,0.501,2216.0,34,0,0.43
714483033,Existing Customer,40,3,2,2,14728.0,0.708,4660.0,85,1,0.0
